Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Neural Progenitor Cell Brain Human	6/17	0.004386145273844522	0.9999956375987203	0	0	4.984640929846409	27.06313346800317	SOX2;SOX1;SLITRK6;SOX11;OLIG2;SOX4
Enteroendocrine Cell Intestine Mouse	4/8	0.004805811560562124	0.9999956375987203	0	0	9.132792701469842	48.75020222363113	NEUROD1;NEUROD2;SOX4;NEUROG3
Memory B Cell Undefined Human	4/8	0.004805811560562124	0.9999956375987203	0	0	9.132792701469842	48.75020222363113	TLR1;TLR10;TLR6;TLR2
Homeostatic Microglial Cell Brain Human	3/5	0.008273749910429416	0.9999956375987203	0	0	13.693768996960486	65.6570683044155	P2RY12;GPR34;GPR183
Endothelial Cell Bone Marrow Human	5/16	0.016186422962133733	0.9999956375987203	0	0	4.151761017886779	17.12012898160829	S1PR1;S1PR3;S1PR2;S1PR5;S1PR4
Epithelial Cell Bronchiole Human	3/7	0.024882336392213922	0.9999956375987203	0	0	6.84612462006079	25.286826105062232	GJA1;GJB2;GJB3
Macrophage Nasal Polyp Human	3/7	0.024882336392213922	0.9999956375987203	0	0	6.84612462006079	25.286826105062232	CCR1;CNR2;MPEG1
Neutrophil Nasal Polyp Human	4/13	0.032851764148077375	0.9999956375987203	0	0	4.057892662048769	13.860746180110347	CXCR1;CXCR2;FPR3;FPR2
Prospermatogonia Testis Human	3/8	0.036928274603723096	0.9999956375987203	0	0	5.476595744680851	18.0660723084077	NANOS2;MAGEB2;MAGEC2
Alpha Cell Pancreatic Islet Mouse	3/9	0.051403656487097715	0.9999956375987203	0	0	4.563576494427558	13.544904828411452	MAFB;SSTR2;POU3F4
O Cell Brain Mouse	3/9	0.051403656487097715	0.9999956375987203	0	0	4.563576494427558	13.544904828411452	KCNA1;OLIG1;KCNA6
Tissue Resident Memory T(TRM) Cell Blood Human	3/9	0.051403656487097715	0.9999956375987203	0	0	4.563576494427558	13.544904828411452	CCR8;CXCR6;CCR5
Endothelial Cell Artery Human	3/10	0.06817711802109577	0.9999956375987203	0	0	3.9114198871037775	10.50469028229215	CLDN5;GJA5;GJA4
Rheaume Et al.Nat Commun.31 Retina Mouse	3/10	0.06817711802109577	0.9999956375987203	0	0	3.9114198871037775	10.50469028229215	NEUROD6;NHLH1;DRD5
Neutrophil Stomach Human	6/31	0.07966224917732034	0.9999956375987203	0	0	2.191537290715373	5.544500515738646	CXCR1;BASP1;CXCR2;KCNJ15;G0S2;FPR2
Greater Epithelial Ridge Cell Inner Ear Mouse	2/5	0.07976753791820143	0.9999956375987203	0	0	6.082700421940928	15.380951385079994	SOCS3;SOCS1
Neuron Embryonic Prefrontal Cortex Human	3/11	0.08707349174213709	0.9999956375987203	0	0	3.4223024316109423	8.353849764091265	NEUROD1;NEUROD2;NEUROD6
Epithelial Cell Transformed Artery Human	4/18	0.09491216018873828	0.9999956375987203	0	0	2.607921222214177	6.141141877595607	TMEM100;GJA5;GJA4;CLEC14A
Induced Pluripotent Stem Cell Undefined Human	6/33	0.10154184723150239	0.9999956375987203	0	0	2.02897570325272	4.640844225423736	SOX2;TPBG;ZFP42;TACSTD2;TEX19;THAP11
Astrocyte Cortex Human	3/12	0.10788827929099953	0.9999956375987203	0	0	3.0418777440054034	6.773224572035138	GJA1;KCNJ10;OLIG2
Pyramidal Cell Brain Mouse	3/12	0.10788827929099953	0.9999956375987203	0	0	3.0418777440054034	6.773224572035138	NEUROD1;NEUROD2;NEUROD6
Retinal Ganglion Cell Retina Mouse	3/12	0.10788827929099953	0.9999956375987203	0	0	3.0418777440054034	6.773224572035138	SOX11;SOX12;SOX4
Excitatory Neuron Hippocampus Human	3/12	0.10788827929099953	0.9999956375987203	0	0	3.0418777440054034	6.773224572035138	NEUROD1;NEUROD2;NEUROD6
Adipocyte Bone Marrow Mouse	2/6	0.11198358677619004	0.9999956375987203	0	0	4.561772151898734	9.987557475328119	CEBPA;CEBPB
Embryonic Mesodermal Cell Embryonic Mesoderm Mouse	2/6	0.11198358677619004	0.9999956375987203	0	0	4.561772151898734	9.987557475328119	TWIST2;TWIST1
Epithelial-mesenchymal Cell Bladder Human	2/6	0.11198358677619004	0.9999956375987203	0	0	4.561772151898734	9.987557475328119	FOXC2;TWIST1
Excitatory Neuron Brain Mouse	2/6	0.11198358677619004	0.9999956375987203	0	0	4.561772151898734	9.987557475328119	NEUROD2;NEUROD6
Globose Basal Cell Olfactory Neuroepithelium Human	2/6	0.11198358677619004	0.9999956375987203	0	0	4.561772151898734	9.987557475328119	NEUROD1;SOX2
Microglial Cell Hypothalamus Mouse	2/6	0.11198358677619004	0.9999956375987203	0	0	4.561772151898734	9.987557475328119	P2RY12;TMEM119
Neural Stem Cell Brain Mouse	3/13	0.13039924640602987	0.9999956375987203	0	0	2.7375379939209727	5.576787593029248	SOX2;THRSP;ASCL1
CD8+ Recently Activated Effector Memory Or Effector T Cell (CTL) Blood Human	3/13	0.13039924640602987	0.9999956375987203	0	0	2.7375379939209727	5.576787593029248	FGFBP2;S1PR1;S1PR5
Neutrophil Soft Tissue Human	3/13	0.13039924640602987	0.9999956375987203	0	0	2.7375379939209727	5.576787593029248	CXCR1;CXCR2;KCNJ15
Endothelial Cell Skin Human	3/13	0.13039924640602987	0.9999956375987203	0	0	2.7375379939209727	5.576787593029248	CLDN5;CLEC14A;PHLDA1
Stem Cell Bone Marrow Human	3/13	0.13039924640602987	0.9999956375987203	0	0	2.7375379939209727	5.576787593029248	SOX2;GAS1;SOX4
Oligodendrocyte Cortex Human	2/7	0.1468241087470336	0.9999956375987203	0	0	3.6492151898734178	7.00109213545453	OLIG1;OLIG2
Cholinergic Interneuron Brain Mouse	2/7	0.1468241087470336	0.9999956375987203	0	0	3.6492151898734178	7.00109213545453	UFSP1;SLC18A3
Rheaume Et al.Nat Commun.11 Retina Mouse	2/7	0.1468241087470336	0.9999956375987203	0	0	3.6492151898734178	7.00109213545453	GJC1;TPBGL
Stromal Cell Blood Vessel Human	2/7	0.1468241087470336	0.9999956375987203	0	0	3.6492151898734178	7.00109213545453	NEUROD1;PSMB11
Megakaryocyte Kidney Mouse	2/7	0.1468241087470336	0.9999956375987203	0	0	3.6492151898734178	7.00109213545453	CXCR2;GP5
Basophil Undefined Human	5/29	0.15289488895971928	0.9999956375987203	0	0	1.9015170723461798	3.5710577973324784	TLR1;CEBPA;PTGDR2;TLR6;TLR2
Podocyte Glomerulus Mouse	3/14	0.1543756114008508	0.9999956375987203	0	0	2.4885327438518927	4.64949148928275	CLDN5;MAFB;POU3F3
Microglial Cell Bone Marrow Human	3/14	0.1543756114008508	0.9999956375987203	0	0	2.4885327438518927	4.64949148928275	P2RY12;JUN;TMEM119
Stem Cell Brain Human	4/22	0.16680562258548023	0.9999956375987203	0	0	2.02793264628034	3.631877466896164	SOX2;SOX1;SOX11;OLIG2
Stem Cell Brain Mouse	3/15	0.17958522866621324	0.9999956375987203	0	0	2.2810283687943262	3.9167660662661885	OLIG2;ASCL1;POU3F1
Aerocyte Lung Mouse	2/8	0.18345606793591815	0.9999956375987203	0	0	3.04084388185654	5.156602395929653	FIBIN;ACKR2
Natural Killer Cell Ovary Human	2/8	0.18345606793591815	0.9999956375987203	0	0	3.04084388185654	5.156602395929653	CXCR1;CCR4
Microglial Cell Bone Marrow Mouse	2/8	0.18345606793591815	0.9999956375987203	0	0	3.04084388185654	5.156602395929653	P2RY12;TMEM119
Neural Stem Cell Undefined Human	6/40	0.19877706457860672	0.9999956375987203	0	0	1.6106186766944222	2.602069407137437	SOX2;FOXD3;SOX1;SOX11;ASCL1;SOX21
Cancer Stem Cell Brain Human	6/40	0.19877706457860672	0.9999956375987203	0	0	1.6106186766944222	2.602069407137437	SOX2;SOX11;OLIG2;ASCL1;POU3F2;SOX4
Neuron Inferior Colliculus Mouse	3/16	0.2058001092738179	0.9999956375987203	0	0	2.105447743745616	3.3283969069734916	MC4R;FOXB1;POU3F2
Neural Stem Cell Brain Human	4/24	0.20825271732923908	0.9999956375987203	0	0	1.8249366447034971	2.863330978410521	SOX2;SOX1;SLITRK6;ASCL1
Neutrophil Brain Human	2/9	0.22118533655641834	0.9999956375987203	0	0	2.6062929475587704	3.932255696806087	CXCR2;FPR2
Epithelial Cell Esophagus Human	2/9	0.22118533655641834	0.9999956375987203	0	0	2.6062929475587704	3.932255696806087	SPRR3;SFN
T Cell Thymus Human	2/9	0.22118533655641834	0.9999956375987203	0	0	2.6062929475587704	3.932255696806087	RAG2;RAG1
Microglial Cell Cerebral Cortex Mouse	2/9	0.22118533655641834	0.9999956375987203	0	0	2.6062929475587704	3.932255696806087	P2RY12;TMEM119
Microglial Cell Undefined Human	2/9	0.22118533655641834	0.9999956375987203	0	0	2.6062929475587704	3.932255696806087	P2RY12;TMEM119
Megakaryocyte Undefined Human	3/17	0.2328005693009618	0.9999956375987203	0	0	1.9549500651324359	2.8494826613378947	SOX2;GP9;GP5
Cardiomyocyte Heart Human	4/26	0.25222993695668877	0.9999956375987203	0	0	1.6588490070497166	2.284922110380908	GJA1;GJA5;GJA4;KCNJ2
Adenocarcinoma Stem-Like Cell Lung Human	2/10	0.25943739412507755	0.9999956375987203	0	0	2.280379746835443	3.076779253247434	HSPA6;OR8B3
Embryonic Stem Cell Blood Mouse	2/10	0.25943739412507755	0.9999956375987203	0	0	2.280379746835443	3.076779253247434	SOX2;ZFP42
Stem Cell Prostate Human	2/10	0.25943739412507755	0.9999956375987203	0	0	2.280379746835443	3.076779253247434	SOX2;TACSTD2
Stem Cell Stomach Human	2/10	0.25943739412507755	0.9999956375987203	0	0	2.280379746835443	3.076779253247434	LINGO2;SOX2
Memory B Cell Germinal Center Mouse	2/10	0.25943739412507755	0.9999956375987203	0	0	2.280379746835443	3.076779253247434	GPR183;S1PR1
Pluripotent Stem Cell Skeletal Muscle Human	3/18	0.26037825171984214	0.9999956375987203	0	0	1.8245187436676797	2.455108712756438	SOX2;FOXC2;FOXC1
Dendritic Cell Bone Marrow Mouse	3/18	0.26037825171984214	0.9999956375987203	0	0	1.8245187436676797	2.455108712756438	CEBPA;XCR1;SOX4
Progenitor Cell Brain Human	3/18	0.26037825171984214	0.9999956375987203	0	0	1.8245187436676797	2.455108712756438	SOX2;FOXG1;OLIG2
CD4+ Recently Activated Effector Memory Or Effector T Cell (CTL) Blood Human	2/11	0.2977404820203795	0.9999956375987203	0	0	2.0268917018284105	2.455646260410504	S1PR1;S1PR5
Primordial Germ Cell Embryo Mouse	2/11	0.2977404820203795	0.9999956375987203	0	0	2.0268917018284105	2.455646260410504	SOX2;RBMXL2
Regulatory T(Treg) Cell Breast Human	2/11	0.2977404820203795	0.9999956375987203	0	0	2.0268917018284105	2.455646260410504	MAGEH1;CCR8
Rheaume Et al.Nat Commun.30 Retina Mouse	2/11	0.2977404820203795	0.9999956375987203	0	0	2.0268917018284105	2.455646260410504	TMEM184A;SSTR2
Glutamatergic Neuron Brain Mouse	2/11	0.2977404820203795	0.9999956375987203	0	0	2.0268917018284105	2.455646260410504	GJA1;OLIG1
Eosinophil Stomach Human	4/28	0.2978809990421037	0.9999956375987203	0	0	1.520442642338233	1.84134909750605	CYSLTR2;PTGDR2;RNASE2;KBTBD11
T Helper2 (Th2) Cell Undefined Human	3/20	0.31650037238277945	0.9999956375987203	0	0	1.609690684784552	1.8518378401727356	PTGDR2;CCR8;CCR4
Endothelial Cell Blood Vessel Human	8/66	0.32675691609253443	0.9999956375987203	0	0	1.2584718306159262	1.407649521402291	SCO2;GJA4;GPR182;S1PR1;S1PR3;S1PR2;S1PR5;S1PR4
Astrocyte Cortex Mouse	2/12	0.33571091732778213	0.9999956375987203	0	0	1.8241012658227849	1.9910153866380798	PCDHB6;MPEG1
Myeloid Cell Nasal Polyp Human	2/12	0.33571091732778213	0.9999956375987203	0	0	1.8241012658227849	1.9910153866380798	CCR1;CNR2
Natural Killer T(NKT) Cell Brain Human	2/12	0.33571091732778213	0.9999956375987203	0	0	1.8241012658227849	1.9910153866380798	FGFBP2;S1PR5
Oligodendrocyte Precursor Cell Brain Human	2/12	0.33571091732778213	0.9999956375987203	0	0	1.8241012658227849	1.9910153866380798	OLIG1;OLIG2
Stem Cell Embryo Mouse	2/12	0.33571091732778213	0.9999956375987203	0	0	1.8241012658227849	1.9910153866380798	SOX2;SOX21
Neutrophil Kidney Human	9/77	0.3502523176057453	0.9999956375987203	0	0	1.207518830703013	1.266809788533382	HCAR2;HCAR3;CEBPB;CXCR1;BASP1;CXCR2;KCNJ15;G0S2;FPR2
Goblet Cell Small Intestine Human	5/40	0.36148752203469736	0.9999956375987203	0	0	1.3031005505650537	1.3259409779800406	REP15;MAGEF1;RNASE1;CCDC160;TSPYL5
Neuron Epithelium Human	3/22	0.3727886974074109	0.9999956375987203	0	0	1.4400895856662934	1.4209990593058293	NEUROD6;NPY2R;SSTR2
Dopamine Neuron Skin Human	3/22	0.3727886974074109	0.9999956375987203	0	0	1.4400895856662934	1.4209990593058293	SOX2;SOX1;DRD1
Interneuron-selective Cell Brain Mouse	3/22	0.3727886974074109	0.9999956375987203	0	0	1.4400895856662934	1.4209990593058293	TPBG;NPY2R;LRRC3B
Mid Radical Glial Cell Brain Human	3/22	0.3727886974074109	0.9999956375987203	0	0	1.4400895856662934	1.4209990593058293	SOX2;SOX1;FOXG1
Stem Cell Embryonic Heart Human	2/13	0.3730403036294057	0.9999956375987203	0	0	1.6581818181818182	1.635081376446269	SOX2;ZFP42
Microglial Cell Retina Human	2/13	0.3730403036294057	0.9999956375987203	0	0	1.6581818181818182	1.635081376446269	P2RY12;TMEM119
CD8+ T Cell Blood Human	4/32	0.3910432629314016	0.9999956375987203	0	0	1.302946926363044	1.2233851801336861	TLR1;GPR183;TLR10;TLR6
CD8+ T Cell Lung Human	4/32	0.3910432629314016	0.9999956375987203	0	0	1.302946926363044	1.2233851801336861	LRRN3;AMIGO1;CXCR6;GPRASP1
Neutrophil Undefined Human	4/32	0.3910432629314016	0.9999956375987203	0	0	1.302946926363044	1.2233851801336861	TLR1;CXCR1;TLR6;TLR2
Endothelial Cell Artery Mouse	3/23	0.4006332154231668	0.9999956375987203	0	0	1.3680091185410335	1.25133017757238	CLDN5;GJA5;GJA4
Oligodendrocyte Progenitor Cell Embryonic Prefrontal Cortex Human	12/110	0.4046404241568695	0.9999956375987203	0	0	1.1169964168873656	1.0106097103800151	NEUROD2;ARL4A;SLITRK2;NEUROD6;ENC1;OMG;FIBIN;OLIG1;SPRY1;OLIG2;LRRC4C;SOX4
Monocyte Heart Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	CEBPB
Naive CD4+ T Cell Undefined Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	LRRN3
Bipotential Generated pre-granulosa(BPG) Cell Fetal Ovary Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	FOXL2
Nephron Progenitor Cell Embryonic Kidney Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	TMEM100
Neural Stem Cell Embryo Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	SOX1
Neural Stem Cell Hypothalamus Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	SOX2
Neuron Undefined Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	PRNP
Oligodendrocyte Hippocampus Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	OLIG1
Osteoblast Embryo Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	TWIST2
Chondrocyte Tendon Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	FOXC1
Colonic Sensory Neuron Dorsal Root Ganglia Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	MRGPRD
Conventional Dendritic Cell 1(cDC1) Undefined Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	XCR1
D1 Medium Spiny neuron(D1 MSN) Nucleus Accumbens Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	DRD1
Progenitor Cell Brain Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	SOX2
Progenitor Cell Pluripotent Stem Cell Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	SOX2
Ectoderm Cell Embryo Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	NEUROD1
Effector CD8+ T Cell Blood Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	GPR183
Embryonic Stem Cell Undefined Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	SOX2
Endothelial Cell Bronchial Vessel Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	GJA5
Endothelial Cell Esophagus Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	CLEC14A
Endothelial Cell Pancreas Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	CLDN5
Stem Cell Bladder Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	SOX2
T Follicular helper(Tfh) Cell Spleen Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	GPR183
T Helper 1(Th1) Cell Blood Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	CCR4
Tissue Resident Memory T(TRM) Cell Peripheral Blood Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	CXCR6
Germ Cell Liver Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	SOX2
Glial Cell Brain Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	SOX2
Hepatic Progenitor Cell Liver Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	TACSTD2
Interstitial Progenitor Cell Fetal Kidney Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	FOXD1
Intestinal Stem Cell Epithelium Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	JUN
Intestinal Stem Cell Small Intestine Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	ASCL2
Late Neuroblast Brain Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	NEUROD1
M1 Microglial Cell Frontal Cortex Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	P2RY12
Macrophage Epithelium Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	RNASE1
Mesenchymal Cell Transformed Artery Human	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	TWIST2
Microglial Cell Dorsal Skin Mouse	1/5	0.40575983639144925	0.9999956375987203	0	0	2.279731781376518	2.056304001742185	TMEM119
Arterial Cell Embryo Mouse	2/14	0.4094844078671291	0.9999956375987203	0	0	1.519915611814346	1.3570664611734435	GJA5;GJA4
Conventional Dendritic Cell 2a(cDC2a) Brain Mouse	2/14	0.4094844078671291	0.9999956375987203	0	0	1.519915611814346	1.3570664611734435	CCR1;FFAR2
Rheaume Et al.Nat Commun.39 Retina Mouse	3/24	0.42811613432522133	0.9999956375987203	0	0	1.3027934578086553	1.1052388718639625	CHRM1;TMEM200C;CHST2
Primordial Germ Cell Undefined Human	2/15	0.4448534989879912	0.9999956375987203	0	0	1.402921129503408	1.1363805183756184	SOX2;NANOS2
Epithelial Cell Thymus Human	2/15	0.4448534989879912	0.9999956375987203	0	0	1.402921129503408	1.1363805183756184	NEUROD1;PSMB11
Keratinocyte Skin Human	2/15	0.4448534989879912	0.9999956375987203	0	0	1.402921129503408	1.1363805183756184	GJB2;SPRR2A
Microglial Cell Entorhinal Cortex Human	2/15	0.4448534989879912	0.9999956375987203	0	0	1.402921129503408	1.1363805183756184	P2RY12;TMEM119
Microglial Cell Superior Frontal Gyrus Human	2/15	0.4448534989879912	0.9999956375987203	0	0	1.402921129503408	1.1363805183756184	P2RY12;TMEM119
Monocyte Soft Tissue Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	FPR3
Motor Neuron Brain Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	SLC18A3
Myeloid Cell Skin Mouse	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	MAFB
Naive T(Th0) Cell Colorectum Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	S1PR1
CD56dim Natural Killer Cell Peripheral Blood Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	CXCR1
CD8+ T Cell Thymus Mouse	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	CXCR6
Neuron Kidney Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	NEUROD1
Panvascular Cell Lung Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	CLEC14A
Conventional Dendritic Cell 1(cDC1) Pancreas Mouse	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	XCR1
Cytotoxic Lymphocyte Soft Tissue Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	FGFBP2
Platelet Peripheral Blood Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	GP9
Dendritic Cell Liver Mouse	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	RNASE6
Progenitor Cell Cerebellum Mouse	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	OLIG1
Progenitor Cell Kidney Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	SOX2
Pyramidal Cell Undefined Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	POU3F1
Quiescent T Stem Cell Skin Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	S1PR1
Endothelial Cell Eye Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	GJA4
Enteroendocrine Cell Ileum Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	NEUROD1
Enteroendocrine Cell Stomach Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	NEUROG3
Epithelial Cell Blood Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	SPRR3
Stem Cell Eye Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	SOX2
T helper(Th) Cell Brain Mouse	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	CXCR6
Innate Lymphoid Cell Spleen Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	SOX4
Innate Lymphoid Cell Undefined Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	PTGDR2
Macrophage Pancreas Mouse	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	CCR1
Mature Oligodendrocyte Brain Mouse	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	OLIG1
Medulla Cell Skin Mouse	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	FOXQ1
Merkel Cell Skin Human	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	SOX2
Mesenchymal Cell Limb Mouse	1/6	0.46451506168239975	0.9999956375987203	0	0	1.8236842105263158	1.3983304681613444	TWIST1
Neutrophil Lung Human	2/16	0.4790039678822667	0.9999956375987203	0	0	1.3026401446654612	0.9588035862754385	HSPA6;G0S2
Rheaume Et al.Nat Commun.37 Retina Mouse	2/16	0.4790039678822667	0.9999956375987203	0	0	1.3026401446654612	0.9588035862754385	HRK;CREB5
T Cell Colon Human	2/16	0.4790039678822667	0.9999956375987203	0	0	1.3026401446654612	0.9588035862754385	PTGDR2;CXCR6
Goblet Progenitor Cell Large Intestine Human	2/16	0.4790039678822667	0.9999956375987203	0	0	1.3026401446654612	0.9588035862754385	PURA;CHST5
Neuroblast Brain Mouse	3/26	0.4816006217515685	0.9999956375987203	0	0	1.1893749174045196	0.8690050014250951	FOXC1;SOX4;POU3F3
Enteroendocrine Cell Small Intestine Mouse	4/37	0.5042432361104023	0.9999956375987203	0	0	1.1052235482037813	0.7567427128562846	NEUROD1;PRNP;INSM1;NEUROG3
Endothelial Cell Kidney Human	2/17	0.5118310706379967	0.9999956375987203	0	0	1.215729957805907	0.8142480849956966	CLDN5;CLEC14A
Excitatory Neuron Brain Human	2/17	0.5118310706379967	0.9999956375987203	0	0	1.215729957805907	0.8142480849956966	NEUROD1;NEUROD2
Monocyte Pancreas Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	TLR2
Astrocyte Dermis Mouse	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	ASCL1
Basal Cell Prostate Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	TACSTD2
Beta Cell Undefined Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	PTGDR2
Bipolar Cell Retina Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	TMEM215
Neuromuscular Junction Cell Muscle Mouse	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	UFSP1
Neuron Dorsal Root Ganglia Mouse	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	MRGPRD
Cancer Stem Cell Intestine Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	SOX2
Cytotoxic CD8+ T Cell Blood Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	FGFBP2
Progenitor Cell Liver Mouse	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	SOX2
Dermal Condensate Branch Cell Hair Follicle Mouse	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	SOX2
Radial Glial Cell Brain Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	SOX2
Radial Glial Cell Undefined Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	SOX2
Regulatory T(Treg) Cell Colorectum Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	MAGEH1
Endothelial Cell Blood Human	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	CLDN5
Rheaume Et al.Nat Commun.3 Retina Mouse	1/7	0.5174635252675991	0.9999956375987203	0	0	1.5196524966261808	1.0011717422642523	MC4R
